"CORP_ID"	"DECADE"	"YEAR"	"SUBJ"	"CXN"	"VERB"
7827064	"1830s"	1834	"they"	"'d"	"do"
7829302	"1830s"	1834	"we"	"'d"	"put"
7830389	"1830s"	1834	"I"	"'d"	"like"
7832625	"1830s"	1834	"we"	"'d"	"have"
7832660	"1830s"	1834	"he"	"'d"	"conclude"
7832681	"1830s"	1834	"they"	"'d"	"amind"
7832688	"1830s"	1834	"we"	"'d"	"go"
7833236	"1830s"	1834	"they"	"'d"	"be"
7833248	"1830s"	1834	"there"	"'d"	"be"
7837245	"1830s"	1834	"he"	"'d"	"put"
7840512	"1830s"	1834	"he"	"'d"	"take"
7843614	"1830s"	1834	"they"	"'d"	"turn"
7843650	"1830s"	1834	"he"	"'d"	"run"
7843947	"1830s"	1834	"they"	"'d"	"keep"
7845704	"1830s"	1834	"they"	"'d"	"feel"
7845743	"1830s"	1834	"I"	"'d"	"hit"
7846873	"1830s"	1834	"he"	"'d"	"stand"
7848823	"1830s"	1834	"I"	"'d"	"have"
7849088	"1830s"	1834	"I"	"'d"	"look"
7849339	"1830s"	1834	"I"	"'d"	"let"
7849921	"1830s"	1834	"I"	"'d"	"stake"
7850804	"1830s"	1834	"I"	"'d"	"spread"
7851310	"1830s"	1834	"I"	"'d"	"hear"
7860531	"1830s"	1834	"I"	"'d"	"lay"
7912642	"1830s"	1834	"they"	"'d"	"smite"
7920964	"1830s"	1834	"he"	"'d"	"sit"
7922788	"1830s"	1834	"you"	"'d"	"approve"
7933691	"1830s"	1834	"you"	"'d"	"say"
7935998	"1830s"	1834	"he"	"'d"	"murder"
7983486	"1830s"	1835	"I"	"'d"	"come"
7986522	"1830s"	1835	"I"	"'d"	"submit"
8127088	"1830s"	1835	"she"	"'d"	"tell"
8171382	"1830s"	1835	"you"	"'d"	"have"
8257618	"1830s"	1835	"they"	"'d"	"send"
8345353	"1830s"	1835	"you"	"'d"	"wish"
8345594	"1830s"	1835	"you"	"'d"	"be"
8357821	"1830s"	1835	"you"	"'d"	"say"
8378384	"1830s"	1835	"they"	"'d"	"talk"
8383595	"1830s"	1835	"I"	"'d"	"have"
8397310	"1830s"	1835	"I"	"'d"	"have"
8652227	"1830s"	1835	"who"	"'d"	"have"
9186371	"1830s"	1835	"I"	"'d"	"have"
9233630	"1830s"	1835	"he"	"'d"	"dislocate"
9235582	"1830s"	1835	"I"	"'d"	"make"
9237672	"1830s"	1835	"I"	"'d"	"have"
9262850	"1830s"	1835	"I"	"'d"	"take"
9415146	"1830s"	1835	"I"	"'d"	"give"
9426655	"1830s"	1835	"I"	"'d"	"trade"
9428689	"1830s"	1835	"I"	"'d"	"like"
9428881	"1830s"	1835	"I"	"'d"	"be"
9433332	"1830s"	1835	"I"	"'d"	"give"
9439207	"1830s"	1835	"he"	"'d"	"knock"
9439806	"1830s"	1835	"he"	"'d"	"let"
9441973	"1830s"	1835	"they"	"'d"	"find"
9449144	"1830s"	1835	"I"	"'d"	"die"
9449148	"1830s"	1835	"I"	"'d"	"give"
9456133	"1830s"	1835	"she"	"'d"	"tell"
9459299	"1830s"	1835	"she"	"'d"	"let"
9460524	"1830s"	1835	"she"	"'d"	"be"
9488099	"1830s"	1835	"he"	"'d"	"blow"
9498246	"1830s"	1835	"they"	"'d"	"have"
9500674	"1830s"	1835	"you"	"'d"	"like"
9503860	"1830s"	1835	"I"	"'d"	"eat"
9506295	"1830s"	1835	"he"	"'d"	"shoot"
9507199	"1830s"	1835	"you"	"'d"	"put"
9577905	"1830s"	1835	"he"	"'d"	"come"
9578893	"1830s"	1835	"I"	"'d"	"go"
9581111	"1830s"	1835	"he"	"'d"	"be"
9599646	"1830s"	1835	"they"	"'d"	"come"
9599674	"1830s"	1835	"they"	"'d"	"have"
9599763	"1830s"	1835	"he"	"'d"	"shoot"
9599902	"1830s"	1835	"they"	"'d"	"swamp"
9604684	"1830s"	1835	"they"	"'d"	"cheat"
9620208	"1830s"	1835	"he"	"'d"	"die"
9621872	"1830s"	1835	"I"	"'d"	"choke"
9633250	"1830s"	1835	"I"	"'d"	"have"
9700755	"1830s"	1835	"he"	"'d"	"die"
9702421	"1830s"	1835	"I"	"'d"	"choke"
9713801	"1830s"	1835	"I"	"'d"	"have"
9726593	"1830s"	1835	"he"	"'d"	"be"
9727299	"1830s"	1835	"he"	"'d"	"give"
9728046	"1830s"	1835	"I"	"'d"	"send"
9873749	"1830s"	1835	"I"	"'d"	"tremble"
9873759	"1830s"	1835	"you"	"'d"	"be"
9885087	"1830s"	1835	"they"	"'d"	"look"
9886025	"1830s"	1835	"I"	"'d"	"care"
9937623	"1830s"	1835	"I"	"'d"	"have"
9942905	"1830s"	1835	"I"	"'d"	"give"
9978951	"1830s"	1835	"I"	"'d"	"give"
9995508	"1830s"	1835	"he"	"'d"	"tell"
9996009	"1830s"	1835	"I"	"'d"	"be"
9997254	"1830s"	1835	"they"	"'d"	"pass"
10008130	"1830s"	1835	"you"	"'d"	"look"
10008899	"1830s"	1835	"I"	"'d"	"take"
10008967	"1830s"	1835	"they"	"'d"	"suspect"
10012982	"1830s"	1835	"he"	"'d"	"get"
10015799	"1830s"	1835	"I"	"'d"	"heed"
10015930	"1830s"	1835	"I"	"'d"	"keep"
10015943	"1830s"	1835	"I"	"'d"	"make"
10051056	"1830s"	1835	"they"	"'d"	"do"
10053268	"1830s"	1835	"I"	"'d"	"go"
10066371	"1830s"	1835	"we"	"'d"	"have"
10072746	"1830s"	1835	"I"	"'d"	"go"
10074512	"1830s"	1835	"I"	"'d"	"make"
10074773	"1830s"	1835	"I"	"'d"	"have"
10074818	"1830s"	1835	"I"	"'d"	"call"
10082986	"1830s"	1835	"he"	"'d"	"laugh"
10090805	"1830s"	1835	"I"	"'d"	"have"
10091237	"1830s"	1835	"I"	"'d"	"risk"
10100492	"1830s"	1835	"I"	"'d"	"be"
10101866	"1830s"	1835	"I"	"'d"	"stand"
10118168	"1830s"	1835	"we"	"'d"	"have"
10123219	"1830s"	1835	"you"	"'d"	"come"
10143054	"1830s"	1835	"you"	"'d"	"do"
10158544	"1830s"	1835	"who"	"'d"	"win"
10264531	"1830s"	1835	"I"	"'d"	"fix"
10264765	"1830s"	1835	"I"	"'d"	"go"
10265384	"1830s"	1835	"you"	"'d"	"flummox"
10349087	"1830s"	1835	"he"	"'d"	"dash"
10349232	"1830s"	1835	"he"	"'d"	"pace"
10406801	"1830s"	1835	"you"	"'d"	"be"
10419881	"1830s"	1835	"you"	"'d"	"smile"
10425851	"1830s"	1835	"he"	"'d"	"scruple"
10427626	"1830s"	1835	"I"	"'d"	"have"
10430600	"1830s"	1835	"I"	"'d"	"be"
10432448	"1830s"	1835	"he"	"'d"	"spurn"
10442619	"1830s"	1835	"they"	"'d"	"cut"
10450352	"1830s"	1835	"he"	"'d"	"share"
10464096	"1830s"	1835	"he"	"'d"	"defend"
10467216	"1830s"	1835	"I"	"'d"	"have"
10468171	"1830s"	1835	"I"	"'d"	"put"
10469410	"1830s"	1835	"we"	"'d"	"close"
10472320	"1830s"	1835	"I"	"'d"	"lash"
10474060	"1830s"	1835	"we"	"'d"	"be"
10476948	"1830s"	1835	"I"	"'d"	"ask"
10477954	"1830s"	1835	"I"	"'d"	"have"
10508401	"1830s"	1836	"you"	"'d"	"think"
10524938	"1830s"	1836	"she"	"'d"	"come"
10777463	"1830s"	1836	"you"	"'d"	"drink"
10824165	"1830s"	1836	"I"	"'d"	"challenge"
10865013	"1830s"	1836	"he"	"'d"	"have"
10936782	"1830s"	1836	"I"	"'d"	"get"
10957903	"1830s"	1836	"you"	"'d"	"please"
11010696	"1830s"	1836	"he"	"'d"	"know"
11073228	"1830s"	1836	"he"	"'d"	"be"
11079668	"1830s"	1836	"I"	"'d"	"pour"
11089747	"1830s"	1836	"I"	"'d"	"give"
11089797	"1830s"	1836	"I"	"'d"	"give"
11089814	"1830s"	1836	"I"	"'d"	"make"
11094615	"1830s"	1836	"I"	"'d"	"give"
11095755	"1830s"	1836	"you"	"'d"	"tell"
11101883	"1830s"	1836	"I"	"'d"	"like"
11122100	"1830s"	1836	"they"	"'d"	"give"
11124954	"1830s"	1836	"he"	"'d"	"say"
11131180	"1830s"	1836	"he"	"'d"	"get"
11131454	"1830s"	1836	"he"	"'d"	"start"
11131721	"1830s"	1836	"he"	"'d"	"do"
11132039	"1830s"	1836	"he"	"'d"	"let"
11132055	"1830s"	1836	"he"	"'d"	"let"
11139453	"1830s"	1836	"I"	"'d"	"show"
11141262	"1830s"	1836	"he"	"'d"	"let"
11141481	"1830s"	1836	"I"	"'d"	"tell"
11163456	"1830s"	1836	"I"	"'d"	"have"
11163779	"1830s"	1836	"I"	"'d"	"know"
11164358	"1830s"	1836	"I"	"'d"	"have"
11165090	"1830s"	1836	"I"	"'d"	"have"
11195010	"1830s"	1836	"you"	"'d"	"send"
11195067	"1830s"	1836	"you"	"'d"	"ride"
11195140	"1830s"	1836	"you"	"'d"	"know"
11216460	"1830s"	1836	"you"	"'d"	"wish"
11216944	"1830s"	1836	"I"	"'d"	"be"
11217157	"1830s"	1836	"he"	"'d"	"find"
11217170	"1830s"	1836	"he"	"'d"	"find"
11229436	"1830s"	1836	"I"	"'d"	"have"
11271717	"1830s"	1836	"I"	"'d"	"get"
11272002	"1830s"	1836	"we"	"'d"	"have"
11285469	"1830s"	1836	"we"	"'d"	"be"
11285866	"1830s"	1836	"they"	"'d"	"have"
11287072	"1830s"	1836	"they"	"'d"	"be"
11287207	"1830s"	1836	"you"	"'d"	"like"
11287418	"1830s"	1836	"they"	"'d"	"take"
11287573	"1830s"	1836	"I"	"'d"	"like"
11287594	"1830s"	1836	"you"	"'d"	"make"
11287638	"1830s"	1836	"I"	"'d"	"tell"
11287855	"1830s"	1836	"he"	"'d"	"be"
11287865	"1830s"	1836	"they"	"'d"	"get"
11288945	"1830s"	1836	"I"	"'d"	"tell"
11288968	"1830s"	1836	"he"	"'d"	"know"
11291930	"1830s"	1836	"I"	"'d"	"hate"
11332780	"1830s"	1836	"he"	"'d"	"have"
11333346	"1830s"	1836	"I"	"'d"	"show"
11338830	"1830s"	1836	"I"	"'d"	"set"
11349383	"1830s"	1836	"I"	"'d"	"pay"
11349394	"1830s"	1836	"you"	"'d"	"find"
11352359	"1830s"	1836	"I"	"'d"	"be"
11360664	"1830s"	1836	"you"	"'d"	"see"
11374427	"1830s"	1836	"he"	"'d"	"find"
11402928	"1830s"	1837	"she"	"'d"	"want"
11593643	"1830s"	1837	"he"	"'d"	"have"
11757789	"1830s"	1837	"I"	"'d"	"swim"
11763266	"1830s"	1837	"they"	"'d"	"use"
11764455	"1830s"	1837	"I"	"'d"	"make"
11766068	"1830s"	1837	"I"	"'d"	"have"
11767974	"1830s"	1837	"I"	"'d"	"knock"
11833900	"1830s"	1838	"I"	"'d"	"pull"
11837938	"1830s"	1838	"you"	"'d"	"make"
11847799	"1830s"	1838	"she"	"'d"	"be"
11879035	"1830s"	1838	"I"	"'d"	"like"
11897416	"1830s"	1838	"I"	"'d"	"like"
11924796	"1830s"	1838	"I"	"'d"	"give"
11931830	"1830s"	1838	"you"	"'d"	"be"
11931873	"1830s"	1838	"you"	"'d"	"give"
11937918	"1830s"	1838	"I"	"'d"	"like"
12041449	"1830s"	1838	"we"	"'d"	"rip"
12190737	"1830s"	1838	"they"	"'d"	"find"
12191159	"1830s"	1838	"I"	"'d"	"rouse"
12191184	"1830s"	1838	"I"	"'d"	"say"
12202755	"1830s"	1838	"I"	"'d"	"start"
12202761	"1830s"	1838	"I"	"'d"	"go"
12202786	"1830s"	1838	"I"	"'d"	"give"
12202807	"1830s"	1838	"I"	"'d"	"knock"
12202815	"1830s"	1838	"I"	"'d"	"whack"
12203000	"1830s"	1838	"I"	"'d"	"have"
12203266	"1830s"	1838	"I"	"'d"	"hit"
12203654	"1830s"	1838	"he"	"'d"	"squash"
12203662	"1830s"	1838	"he"	"'d"	"take"
12210963	"1830s"	1838	"I"	"'d"	"go"
12213710	"1830s"	1838	"he"	"'d"	"be"
12214124	"1830s"	1838	"you"	"'d"	"wish"
12217149	"1830s"	1838	"I"	"'d"	"send"
12220918	"1830s"	1838	"I"	"'d"	"give"
12221163	"1830s"	1838	"I"	"'d"	"vote"
12221260	"1830s"	1838	"they"	"'d"	"feel"
12221471	"1830s"	1838	"they"	"'d"	"take"
12221582	"1830s"	1838	"I"	"'d"	"turn"
12221589	"1830s"	1838	"I"	"'d"	"run"
12221601	"1830s"	1838	"I"	"'d"	"run"
12235132	"1830s"	1838	"I"	"'d"	"show"
12236315	"1830s"	1838	"you"	"'d"	"speak"
12236322	"1830s"	1838	"he"	"'d"	"give"
12236364	"1830s"	1838	"I"	"'d"	"like"
12242645	"1830s"	1838	"they"	"'d"	"have"
12243672	"1830s"	1838	"you"	"'d"	"learn"
12243747	"1830s"	1838	"I"	"'d"	"ladle"
12243772	"1830s"	1838	"I"	"'d"	"have"
12243786	"1830s"	1838	"they"	"'d"	"ketch"
12248410	"1830s"	1838	"he"	"'d"	"break"
12250950	"1830s"	1838	"I"	"'d"	"give"
12252826	"1830s"	1838	"I"	"'d"	"like"
12253069	"1830s"	1838	"you"	"'d"	"be"
12253087	"1830s"	1838	"you"	"'d"	"be"
12254697	"1830s"	1838	"I"	"'d"	"be"
12259117	"1830s"	1838	"you"	"'d"	"blow"
12263651	"1830s"	1838	"he"	"'d"	"make"
12264867	"1830s"	1838	"you"	"'d"	"be"
12273245	"1830s"	1838	"I"	"'d"	"want"
12443489	"1830s"	1838	"I"	"'d"	"brand"
12445990	"1830s"	1838	"I"	"'d"	"shut"
12446026	"1830s"	1838	"I"	"'d"	"mar"
12446036	"1830s"	1838	"I"	"'d"	"spare"
12446082	"1830s"	1838	"I"	"'d"	"find"
12446129	"1830s"	1838	"I"	"'d"	"wear"
12446152	"1830s"	1838	"I"	"'d"	"bid"
12446178	"1830s"	1838	"I"	"'d"	"stoop"
12446182	"1830s"	1838	"I"	"'d"	"limp"
12451624	"1830s"	1838	"she"	"'d"	"bear"
12457134	"1830s"	1838	"he"	"'d"	"propose"
12457157	"1830s"	1838	"I"	"'d"	"be"
12457165	"1830s"	1838	"I"	"'d"	"know"
12459094	"1830s"	1838	"she"	"'d"	"let"
12459223	"1830s"	1838	"you"	"'d"	"let"
12459356	"1830s"	1838	"I"	"'d"	"give"
